AnimalType,SexUponOutcome,AgeUponOutcome,Breed1,Breed2,Color,Outcome
Cat,Spayed Female,3285,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Adoption/
Dog,Intact Male,730,Maltese,Miniature Poodle,White,Return_to_owner/
Dog,Spayed Female,3650,Siberian Husky,Labrador Retriever,White/Tan,Return_to_owner/
Dog,Intact Female,30,Chihuahua Shorthair,Pomeranian,Brown Brindle,Adoption/
Cat,Intact Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue/White,Adoption/
Dog,Spayed Female,1095,Dachshund,Beagle,White/Tricolor,Adoption/
Dog,Neutered Male,180,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown/Black,Transfer/Partner
Cat,Spayed Female,120,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Adoption/
Cat,Neutered Male,120,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Adoption/
Dog,Spayed Female,365,Miniature Poodle,English Cocker Spaniel,Cream,Adoption/
Dog,Spayed Female,4745,Doberman Pinsch Mix,Doberman Pinsch Mix,Brown/Tan,Euthanasia/Suffering
Dog,Spayed Female,730,Catahoula Mix,Catahoula Mix,Chocolate/White,Adoption/
Dog,Neutered Male,60,Labrador Retriever Mix,Labrador Retriever Mix,Black,Adoption/
Dog,Spayed Female,90,Great Pyrenees,Australian Cattle Dog,Cream/Red Tick,Adoption/
Dog,Spayed Female,240,Labrador Retriever,Australian Cattle Dog,Cream/White,Adoption/
Dog,Spayed Female,730,Pit Bull,Pit Bull,Blue/White,Euthanasia/Aggressive
Dog,Neutered Male,180,Labrador Retriever Mix,Labrador Retriever Mix,Yellow/White,Adoption/
Dog,Spayed Female,2920,German Shorthair Pointer Mix,German Shorthair Pointer Mix,White/Liver,Return_to_owner/
Dog,Neutered Male,240,Beagle,Beagle,Tricolor,Adoption/
Dog,Neutered Male,365,Collie Rough Mix,Collie Rough Mix,White,Transfer/Partner
Cat,Intact Female,2,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/Partner
Dog,Unknown,1,Anatol Shepherd Mix,Anatol Shepherd Mix,Tricolor,Transfer/Partner
Dog,Spayed Female,365,German Shepherd Mix,German Shepherd Mix,Black/Tan,Return_to_owner/
Dog,Neutered Male,730,Pit Bull,Australian Cattle Dog,White/Tan,Adoption/
Cat,Spayed Female,120,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Adoption/
Dog,Spayed Female,730,Labrador Retriever Mix,Labrador Retriever Mix,Tan/White,Adoption/
Cat,Intact Female,120,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Transfer/SCRP
Dog,Neutered Male,730,Maltese,Miniature Poodle,White/Tan,Adoption/
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby/White,Adoption/
Dog,Spayed Female,1095,German Shepherd Mix,German Shepherd Mix,Black/Brown,Return_to_owner/
Cat,Spayed Female,90,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Adoption/Foster
Dog,Intact Female,365,Bull Terrier Mix,Bull Terrier Mix,Brown Brindle/White,Return_to_owner/
Dog,Intact Male,3650,Siberian Husky,German Shepherd,Buff,Transfer/Partner
Cat,Intact Male,28,Domestic Shorthair,Domestic Shorthair,Blue Tabby,others
Dog,Neutered Male,2190,Pug Mix,Pug Mix,Tan/Black,Transfer/Partner
Cat,Neutered Male,1095,Siamese Mix,Siamese Mix,Seal Point,Adoption/
Dog,Neutered Male,730,Lhasa Apso Mix,Lhasa Apso Mix,White,Transfer/Partner
Cat,Intact Female,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Transfer/SCRP
Dog,Neutered Male,1460,Yorkshire Terrier,Miniature Poodle,Black/Brown,Adoption/
Dog,Neutered Male,4015,Border Collie Mix,Border Collie Mix,White/Brown,Return_to_owner/
Dog,Neutered Male,1095,Labrador Retriever,Chow Chow,Black,Return_to_owner/
Dog,Spayed Female,120,Bruss Griffon Mix,Bruss Griffon Mix,White/Tan,Adoption/
Dog,Neutered Male,180,Blue Lacy Mix,Blue Lacy Mix,Buff/White,Adoption/
Cat,Unknown,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/SCRP
Dog,Spayed Female,1460,Pit Bull Mix,Pit Bull Mix,White/Brown Brindle,Transfer/Partner
Dog,Intact Female,730,Siberian Husky Mix,Siberian Husky Mix,Black/White,Return_to_owner/
Dog,Neutered Male,365,Pit Bull Mix,Pit Bull Mix,Brown Brindle/White,Adoption/
Dog,Neutered Male,365,American Staffordshire Terrier Mix,American Staffordshire Terrier Mix,Blue/White,Return_to_owner/
Dog,Spayed Female,730,Border Collie Mix,Border Collie Mix,Black/White,Adoption/
Cat,Neutered Male,2190,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Adoption/
Dog,Intact Male,4015,Golden Retriever Mix,Golden Retriever Mix,Gold,Return_to_owner/
Cat,Intact Male,2920,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Euthanasia/Suffering
Dog,Spayed Female,3285,Labrador Retriever Mix,Labrador Retriever Mix,Black,Adoption/
Dog,Spayed Female,270,Rhod Ridgeback Mix,Rhod Ridgeback Mix,Brown,Transfer/Partner
Dog,Spayed Female,1460,Dachshund Mix,Dachshund Mix,Chocolate/White,Transfer/Partner
Dog,Unknown,60,Treeing Walker Coonhound Mix,Treeing Walker Coonhound Mix,Tricolor,Transfer/Partner
Cat,Neutered Male,90,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Adoption/
Cat,Intact Male,30,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Black,Transfer/Partner
Dog,Spayed Female,365,Chow Chow Mix,Chow Chow Mix,Tan,Return_to_owner/
Cat,Neutered Male,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby/White,Return_to_owner/
Cat,Intact Male,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/Partner
Cat,Neutered Male,2555,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/Partner
Dog,Neutered Male,120,Basenji,Chihuahua Longhair,Red/White,Transfer/Partner
Cat,Neutered Male,1825,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Adoption/
Dog,Neutered Male,365,Border Collie Mix,Border Collie Mix,Tricolor,Adoption/
Dog,Intact Female,60,Miniature Poodle,Dachshund,Black/White,Transfer/Partner
Dog,Neutered Male,60,Labrador Retriever Mix,Labrador Retriever Mix,Tricolor,Adoption/
Cat,Unknown,14,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/Partner
Dog,Intact Female,4380,Chow Chow Mix,Chow Chow Mix,Red,Euthanasia/Suffering
Dog,Spayed Female,180,Australian Shepherd Mix,Australian Shepherd Mix,Black/Brown,Adoption/
Dog,Intact Female,3650,Staffordshire Mix,Staffordshire Mix,Red/White,others
Dog,Neutered Male,365,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan/White,Transfer/Partner
Dog,Neutered Male,365,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,White,Adoption/
Dog,Neutered Male,30,Cardigan Welsh Corgi Mix,Cardigan Welsh Corgi Mix,White/Brown Brindle,Adoption/Foster
Dog,Intact Female,730,Labrador Retriever Mix,Labrador Retriever Mix,Black,Transfer/Partner
Dog,Neutered Male,730,Bruss Griffon Mix,Bruss Griffon Mix,Tan/Black,Transfer/Partner
Dog,Neutered Male,300,Collie Rough Mix,Collie Rough Mix,White/Black,Adoption/
Dog,Neutered Male,730,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Black/White,Adoption/
Dog,Intact Male,1825,American Staffordshire Terrier Mix,American Staffordshire Terrier Mix,White/Brown,others
Cat,Spayed Female,90,Siamese Mix,Siamese Mix,Flame Point,Adoption/Offsite
Cat,Intact Female,35,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Euthanasia/Suffering
Dog,Spayed Female,1460,Pembroke Welsh Corgi Mix,Pembroke Welsh Corgi Mix,Brown/White,Return_to_owner/
Cat,Intact Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Transfer/Partner
Cat,Neutered Male,60,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Brown Tabby/White,Adoption/Foster
Dog,Neutered Male,180,Dachshund,Rat Terrier,White/Black,Adoption/
Cat,Neutered Male,300,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby/White,Adoption/
Cat,Neutered Male,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,Transfer/SCRP
Cat,Neutered Male,90,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Adoption/
Cat,Unknown,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/SCRP
Dog,Spayed Female,730,Cocker Spaniel,Miniature Poodle,Cream,Return_to_owner/
Dog,Spayed Female,730,Pit Bull Mix,Pit Bull Mix,Brown/White,Adoption/
Dog,Neutered Male,365,Boxer Mix,Boxer Mix,Brown,Return_to_owner/
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby/White,Transfer/Partner
Dog,Neutered Male,730,Basset Hound,English Cocker Spaniel,Black,Return_to_owner/
Cat,Intact Male,14,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue/White,Transfer/Partner
Cat,Neutered Male,2555,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Adoption/
Dog,Spayed Female,730,Rottweiler Mix,Rottweiler Mix,Black/Brown,Return_to_owner/
Cat,Neutered Male,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby/White,Adoption/
Dog,Neutered Male,1825,Pit Bull Mix,Pit Bull Mix,White/Brown,Adoption/
Dog,Neutered Male,4380,Australian Shepherd Mix,Australian Shepherd Mix,Black/Gray,Euthanasia/Suffering
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue/White,Adoption/
Dog,Neutered Male,1460,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Tan/Gray,Adoption/
Dog,Neutered Male,2190,Labrador Retriever,Siberian Husky,Brown,Adoption/
Dog,Neutered Male,60,Boxer Mix,Boxer Mix,Red,Adoption/
Dog,Neutered Male,730,Labrador Retriever Mix,Labrador Retriever Mix,Black,Return_to_owner/
Cat,Intact Female,30,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,Transfer/Partner
Dog,Spayed Female,365,Chihuahua Shorthair,Dachshund,Black/Tan,Adoption/
Cat,Intact Male,7,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/Partner
Dog,Spayed Female,150,Labrador Retriever Mix,Labrador Retriever Mix,Red,Transfer/Partner
Cat,Intact Female,30,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Transfer/Partner
Cat,Intact Female,730,Domestic Longhair Mix,Domestic Longhair Mix,Black/White,Transfer/SCRP
Cat,Intact Male,3,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby/White,Transfer/Partner
Dog,Neutered Male,90,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Red/White,Transfer/Partner
Dog,Spayed Female,120,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan/White,Adoption/Foster
Cat,Spayed Female,2190,Domestic Shorthair Mix,Domestic Shorthair Mix,Calico,Adoption/
Dog,Neutered Male,730,Manchester Terrier,Norfolk Terrier,Tricolor,Return_to_owner/
Dog,Spayed Female,730,Flat Coat Retriever Mix,Flat Coat Retriever Mix,Black/White,Transfer/Partner
Cat,Neutered Male,120,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Adoption/
Dog,Spayed Female,30,Jack Russell Terrier Mix,Jack Russell Terrier Mix,Chocolate/White,Adoption/Foster
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Adoption/
Cat,Spayed Female,90,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Return_to_owner/
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Adoption/
Cat,Neutered Male,90,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Adoption/Foster
Dog,Spayed Female,730,Flat Coat Retriever,Golden Retriever,Chocolate/Gold,Adoption/
Dog,Spayed Female,1460,Bichon Frise,Miniature Poodle,White,Return_to_owner/
Dog,Spayed Female,270,Black Mouth Cur Mix,Black Mouth Cur Mix,Brown,Transfer/Partner
Cat,Unknown,21,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby/White,Transfer/Partner
Dog,Intact Male,240,Pit Bull Mix,Pit Bull Mix,White/Tan,Transfer/Partner
Cat,Intact Female,60,Domestic Shorthair,Domestic Shorthair,Blue/White,Transfer/Partner
Dog,Neutered Male,1095,Pit Bull Mix,Pit Bull Mix,Red/White,Return_to_owner/
Dog,Spayed Female,365,Pit Bull Mix,Pit Bull Mix,White,Adoption/
Dog,Neutered Male,365,Beagle,Basset Hound,White/Black,Adoption/
Dog,Neutered Male,150,Labrador Retriever Mix,Labrador Retriever Mix,Brown,Return_to_owner/
Cat,Spayed Female,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Transfer/Partner
Cat,Unknown,14,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue/White,Transfer/Partner
Dog,Intact Female,60,Pit Bull Mix,Pit Bull Mix,Brown,Transfer/Partner
Cat,Unknown,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Transfer/SCRP
Dog,Spayed Female,1460,Bloodhound Mix,Bloodhound Mix,Tan,Transfer/Partner
Cat,Intact Male,270,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Black/White,Euthanasia/Suffering
Dog,Neutered Male,365,Affenpinscher Mix,Affenpinscher Mix,Black/White,Adoption/Offsite
Cat,Neutered Male,4015,Himalayan Mix,Himalayan Mix,Seal Point,Return_to_owner/
Dog,Spayed Female,365,Dachshund Mix,Dachshund Mix,Black/White,Adoption/
Cat,Intact Male,30,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Blue,Adoption/
Cat,Spayed Female,365,Domestic Longhair Mix,Domestic Longhair Mix,Black/White,Return_to_owner/
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby/White,Adoption/
Dog,Neutered Male,240,Australian Shepherd Mix,Australian Shepherd Mix,White/Brown,Return_to_owner/
Dog,Spayed Female,1095,Blue Lacy Mix,Blue Lacy Mix,Blue,Return_to_owner/
Dog,Neutered Male,365,Great Dane,Staffordshire,Tan/White,Adoption/
Dog,Neutered Male,1460,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Blue/White,Transfer/Partner
Dog,Neutered Male,730,Border Collie,Australian Cattle Dog,Black/White,Transfer/Partner
Dog,Spayed Female,365,Labrador Retriever Mix,Labrador Retriever Mix,Black,Adoption/
Dog,Neutered Male,4380,Yorkshire Terrier Mix,Yorkshire Terrier Mix,Black/Tan,Euthanasia/Suffering
Dog,Spayed Female,730,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Black/White,Adoption/
Dog,Spayed Female,1825,Rottweiler Mix,Rottweiler Mix,Black/Tan,Transfer/Partner
Dog,Neutered Male,365,Pit Bull Mix,Pit Bull Mix,Fawn,Transfer/Partner
Cat,Intact Male,210,Siamese Mix,Siamese Mix,Lilac Point,Transfer/SCRP
Cat,Spayed Female,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Adoption/
Cat,Intact Female,120,Domestic Longhair Mix,Domestic Longhair Mix,Orange Tabby/White,others
Dog,Neutered Male,1460,Akita Mix,Akita Mix,White/Brown,Return_to_owner/
Dog,Spayed Female,1825,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan,Adoption/Foster
Cat,Intact Male,60,Domestic Longhair Mix,Domestic Longhair Mix,Orange Tabby,Transfer/Partner
Dog,Intact Male,300,Norwich Terrier Mix,Norwich Terrier Mix,White,Transfer/Partner
Cat,Spayed Female,30,Snowshoe Mix,Snowshoe Mix,Calico Point/White,Adoption/
Cat,Spayed Female,90,Domestic Shorthair Mix,Domestic Shorthair Mix,Tortie,Adoption/
Dog,Spayed Female,365,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tan/White,Adoption/
Cat,Intact Male,4380,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby/White,Euthanasia/Suffering
Dog,Neutered Male,2920,American Pit Bull Terrier Mix,American Pit Bull Terrier Mix,Black/White,Adoption/
Dog,Spayed Female,1095,Labrador Retriever Mix,Labrador Retriever Mix,Black/Brown Brindle,Return_to_owner/
Cat,Intact Male,2,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby/White,Transfer/Partner
Dog,Intact Female,365,Staffordshire Mix,Staffordshire Mix,White/Gray,Transfer/Partner
Dog,Neutered Male,3285,Shih Tzu Mix,Shih Tzu Mix,Black/Gray,Return_to_owner/
Dog,Neutered Male,30,Dachshund Mix,Dachshund Mix,Black/Brown,Return_to_owner/
Dog,Neutered Male,365,Labrador Retriever,Boxer,Black,Adoption/
Cat,Spayed Female,5110,Siamese Mix,Siamese Mix,Flame Point,Adoption/Foster
Cat,Unknown,90,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/SCRP
Dog,Spayed Female,730,Australian Cattle Dog Mix,Australian Cattle Dog Mix,Tan,Adoption/
Cat,Unknown,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Transfer/SCRP
Dog,Neutered Male,1095,Dachshund,Chihuahua Shorthair,Brown,Return_to_owner/
Dog,Spayed Female,150,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Tricolor,Adoption/
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Adoption/
Cat,Intact Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Transfer/Partner
Cat,Neutered Male,90,Domestic Shorthair Mix,Domestic Shorthair Mix,White/Orange Tabby,Adoption/
Dog,Intact Male,365,Labrador Retriever Mix,Labrador Retriever Mix,Black,Return_to_owner/
Cat,Intact Male,1095,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Euthanasia/Suffering
Dog,Neutered Male,1825,Norwich Terrier Mix,Norwich Terrier Mix,Tan,Adoption/Offsite
Dog,Neutered Male,365,Labrador Retriever Mix,Labrador Retriever Mix,Blue/White,Adoption/
Dog,Spayed Female,240,German Shepherd Mix,German Shepherd Mix,Brown/Brown,Transfer/Partner
Cat,Neutered Male,60,Siamese Mix,Siamese Mix,Lynx Point,Adoption/
Cat,Intact Male,7,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/Partner
Dog,Spayed Female,60,Labrador Retriever,Pit Bull,Brown/White,Adoption/
Dog,Neutered Male,1095,American Bulldog Mix,American Bulldog Mix,Tan/White,Transfer/Partner
Dog,Intact Male,1095,Miniature Poodle Mix,Miniature Poodle Mix,White,Transfer/Partner
Cat,Unknown,21,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Transfer/Partner
Cat,Neutered Male,1095,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue,Adoption/
Dog,Neutered Male,730,Pit Bull Mix,Pit Bull Mix,Blue/White,Euthanasia/Aggressive
Cat,Spayed Female,4745,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby,Euthanasia/Suffering
Dog,Intact Male,30,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Brown Brindle/White,Transfer/Partner
Dog,Neutered Male,60,Australian Shepherd Mix,Australian Shepherd Mix,White/Cream,Adoption/
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby/White,Adoption/Foster
Dog,Neutered Male,365,Plott Hound Mix,Plott Hound Mix,Brown Brindle,Adoption/
Dog,Neutered Male,300,Collie Smooth,German Shepherd,Brown/White,Adoption/
Dog,Intact Female,7,Pit Bull Mix,Pit Bull Mix,White,Transfer/Partner
Dog,Spayed Female,30,Labrador Retriever,Australian Shepherd,Black/White,Adoption/Foster
Dog,Spayed Female,730,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,White/Tan,Return_to_owner/
Cat,Intact Female,21,Domestic Longhair Mix,Domestic Longhair Mix,Calico,Transfer/Partner
Dog,Neutered Male,730,American Pit Bull Terrier Mix,American Pit Bull Terrier Mix,Brown Brindle/White,Adoption/
Dog,Spayed Female,365,Pit Bull Mix,Pit Bull Mix,White/Brown Brindle,Transfer/Partner
Dog,Spayed Female,365,Pit Bull Mix,Pit Bull Mix,Fawn/White,Adoption/Foster
Dog,Neutered Male,365,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,White/Brown,Adoption/
Cat,Spayed Female,365,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Black,Transfer/Partner
Dog,Intact Male,180,Pit Bull Mix,Pit Bull Mix,White/Brown,Transfer/Partner
Cat,Intact Female,7,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,Transfer/Partner
Cat,Spayed Female,120,Domestic Shorthair Mix,Domestic Shorthair Mix,Torbie,Adoption/Foster
Cat,Intact Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Euthanasia/Suffering
Dog,Spayed Female,2920,German Shepherd Mix,German Shepherd Mix,Brown/Black,Adoption/Foster
Dog,Neutered Male,60,Manchester Terrier,Jack Russell Terrier,Brown/White,Return_to_owner/
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Blue Tabby,Adoption/
Cat,Intact Male,14,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Transfer/Partner
Cat,Intact Female,5840,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Euthanasia/Suffering
Dog,Neutered Male,365,Dachshund Mix,Dachshund Mix,Brown,Adoption/
Dog,Spayed Female,730,Greyhound Mix,Greyhound Mix,Brown Brindle,Adoption/
Dog,Neutered Male,365,Pit Bull,Boston Terrier,Black/White,Return_to_owner/
Dog,Intact Female,90,Whippet Mix,Whippet Mix,White/Tan,Euthanasia/Suffering
Dog,Spayed Female,60,Border Collie,Labrador Retriever,Brown/White,Adoption/
Dog,Neutered Male,1095,Pit Bull Mix,Pit Bull Mix,Brown/White,Adoption/
Dog,Spayed Female,730,Pit Bull Mix,Pit Bull Mix,Tricolor,Adoption/
Cat,Neutered Male,120,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby/White,Adoption/Foster
Dog,Neutered Male,365,Carolina Dog Mix,Carolina Dog Mix,Brown Brindle/White,Adoption/
Cat,Spayed Female,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Black/White,Transfer/Partner
Dog,Spayed Female,180,Pit Bull Mix,Pit Bull Mix,Fawn/White,Adoption/
Cat,Spayed Female,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Brown Tabby/White,Adoption/
Cat,Intact Male,30,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/Partner
Cat,Neutered Male,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby/White,Transfer/SCRP
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,White/Blue,Adoption/
Dog,Neutered Male,1095,Chihuahua Shorthair Mix,Chihuahua Shorthair Mix,Black/Tan,Return_to_owner/
Dog,Spayed Female,60,Labrador Retriever Mix,Labrador Retriever Mix,Black/White,Adoption/
Cat,Spayed Female,730,Ragdoll Mix,Ragdoll Mix,Calico Point,Transfer/Partner
Cat,Spayed Female,365,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Adoption/
Cat,Neutered Male,730,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Transfer/Partner
Dog,Intact Female,365,Dachshund,Dachshund,Brown Brindle/White,Transfer/Partner
Cat,Neutered Male,180,Domestic Shorthair Mix,Domestic Shorthair Mix,Orange Tabby,Adoption/
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Adoption/
Cat,Neutered Male,60,Domestic Shorthair Mix,Domestic Shorthair Mix,Black,Adoption/Foster
Dog,Spayed Female,60,Labrador Retriever Mix,Labrador Retriever Mix,Black/White,Adoption/
Dog,Neutered Male,60,Australian Cattle Dog,Labrador Retriever,Black/White,Adoption/
Dog,Intact Male,1460,Greyhound,Greyhound,Black/White,Transfer/Partner
Cat,Spayed Female,30,Domestic Medium Hair Mix,Domestic Medium Hair Mix,Brown Tabby,Adoption/
