parents,has+AF8-nurs,form,children,housing,finance,social,health,NewAttrib1,NewAttrib2,NewAttrib3,class
usual,less+AF8-proper,foster,+AF8-1,convenient,convenient,problematic,not+AF8-recom,usualless+AF8-proper,foster1convenientconvenient,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-1,convenient,inconv,nonprob,recommended,usualless+AF8-proper,foster1convenientinconv,nonprobrecommended,priority
usual,less+AF8-proper,foster,+AF8-1,convenient,inconv,nonprob,priority,usualless+AF8-proper,foster1convenientinconv,nonprobpriority,priority
usual,less+AF8-proper,foster,+AF8-1,convenient,inconv,nonprob,not+AF8-recom,usualless+AF8-proper,foster1convenientinconv,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-1,convenient,inconv,slightly+AF8-prob,recommended,usualless+AF8-proper,foster1convenientinconv,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,foster,+AF8-1,convenient,inconv,slightly+AF8-prob,priority,usualless+AF8-proper,foster1convenientinconv,slightly+AF8-probpriority,priority
usual,less+AF8-proper,foster,+AF8-1,convenient,inconv,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,foster1convenientinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-1,convenient,inconv,problematic,recommended,usualless+AF8-proper,foster1convenientinconv,problematicrecommended,priority
usual,less+AF8-proper,foster,+AF8-1,convenient,inconv,problematic,priority,usualless+AF8-proper,foster1convenientinconv,problematicpriority,priority
usual,less+AF8-proper,foster,+AF8-1,convenient,inconv,problematic,not+AF8-recom,usualless+AF8-proper,foster1convenientinconv,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-1,less+AF8-conv,convenient,nonprob,recommended,usualless+AF8-proper,foster1less+AF8-convconvenient,nonprobrecommended,priority
usual,less+AF8-proper,foster,+AF8-1,less+AF8-conv,convenient,nonprob,priority,usualless+AF8-proper,foster1less+AF8-convconvenient,nonprobpriority,priority
usual,less+AF8-proper,foster,+AF8-1,less+AF8-conv,convenient,nonprob,not+AF8-recom,usualless+AF8-proper,foster1less+AF8-convconvenient,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-1,less+AF8-conv,convenient,slightly+AF8-prob,recommended,usualless+AF8-proper,foster1less+AF8-convconvenient,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,foster,+AF8-1,less+AF8-conv,convenient,slightly+AF8-prob,priority,usualless+AF8-proper,foster1less+AF8-convconvenient,slightly+AF8-probpriority,priority
usual,less+AF8-proper,foster,+AF8-1,less+AF8-conv,convenient,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,foster1less+AF8-convconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-1,less+AF8-conv,convenient,problematic,recommended,usualless+AF8-proper,foster1less+AF8-convconvenient,problematicrecommended,priority
usual,less+AF8-proper,foster,+AF8-1,less+AF8-conv,convenient,problematic,priority,usualless+AF8-proper,foster1less+AF8-convconvenient,problematicpriority,priority
usual,less+AF8-proper,foster,+AF8-1,less+AF8-conv,convenient,problematic,not+AF8-recom,usualless+AF8-proper,foster1less+AF8-convconvenient,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-1,less+AF8-conv,inconv,nonprob,recommended,usualless+AF8-proper,foster1less+AF8-convinconv,nonprobrecommended,priority
usual,less+AF8-proper,foster,+AF8-1,less+AF8-conv,inconv,nonprob,priority,usualless+AF8-proper,foster1less+AF8-convinconv,nonprobpriority,priority
usual,less+AF8-proper,foster,+AF8-1,less+AF8-conv,inconv,nonprob,not+AF8-recom,usualless+AF8-proper,foster1less+AF8-convinconv,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-1,less+AF8-conv,inconv,slightly+AF8-prob,recommended,usualless+AF8-proper,foster1less+AF8-convinconv,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,foster,+AF8-1,less+AF8-conv,inconv,slightly+AF8-prob,priority,usualless+AF8-proper,foster1less+AF8-convinconv,slightly+AF8-probpriority,priority
usual,less+AF8-proper,foster,+AF8-1,less+AF8-conv,inconv,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,foster1less+AF8-convinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-1,less+AF8-conv,inconv,problematic,recommended,usualless+AF8-proper,foster1less+AF8-convinconv,problematicrecommended,priority
usual,less+AF8-proper,foster,+AF8-1,less+AF8-conv,inconv,problematic,priority,usualless+AF8-proper,foster1less+AF8-convinconv,problematicpriority,priority
usual,less+AF8-proper,foster,+AF8-1,less+AF8-conv,inconv,problematic,not+AF8-recom,usualless+AF8-proper,foster1less+AF8-convinconv,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-1,critical,convenient,nonprob,recommended,usualless+AF8-proper,foster1criticalconvenient,nonprobrecommended,priority
usual,less+AF8-proper,foster,+AF8-1,critical,convenient,nonprob,priority,usualless+AF8-proper,foster1criticalconvenient,nonprobpriority,priority
usual,less+AF8-proper,foster,+AF8-1,critical,convenient,nonprob,not+AF8-recom,usualless+AF8-proper,foster1criticalconvenient,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-1,critical,convenient,slightly+AF8-prob,recommended,usualless+AF8-proper,foster1criticalconvenient,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,foster,+AF8-1,critical,convenient,slightly+AF8-prob,priority,usualless+AF8-proper,foster1criticalconvenient,slightly+AF8-probpriority,priority
usual,less+AF8-proper,foster,+AF8-1,critical,convenient,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,foster1criticalconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-1,critical,convenient,problematic,recommended,usualless+AF8-proper,foster1criticalconvenient,problematicrecommended,priority
usual,less+AF8-proper,foster,+AF8-1,critical,convenient,problematic,priority,usualless+AF8-proper,foster1criticalconvenient,problematicpriority,priority
usual,less+AF8-proper,foster,+AF8-1,critical,convenient,problematic,not+AF8-recom,usualless+AF8-proper,foster1criticalconvenient,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-1,critical,inconv,nonprob,recommended,usualless+AF8-proper,foster1criticalinconv,nonprobrecommended,priority
usual,less+AF8-proper,foster,+AF8-1,critical,inconv,nonprob,priority,usualless+AF8-proper,foster1criticalinconv,nonprobpriority,priority
usual,less+AF8-proper,foster,+AF8-1,critical,inconv,nonprob,not+AF8-recom,usualless+AF8-proper,foster1criticalinconv,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-1,critical,inconv,slightly+AF8-prob,recommended,usualless+AF8-proper,foster1criticalinconv,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,foster,+AF8-1,critical,inconv,slightly+AF8-prob,priority,usualless+AF8-proper,foster1criticalinconv,slightly+AF8-probpriority,priority
usual,less+AF8-proper,foster,+AF8-1,critical,inconv,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,foster1criticalinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-1,critical,inconv,problematic,recommended,usualless+AF8-proper,foster1criticalinconv,problematicrecommended,priority
usual,less+AF8-proper,foster,+AF8-1,critical,inconv,problematic,priority,usualless+AF8-proper,foster1criticalinconv,problematicpriority,priority
usual,less+AF8-proper,foster,+AF8-1,critical,inconv,problematic,not+AF8-recom,usualless+AF8-proper,foster1criticalinconv,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-2,convenient,convenient,nonprob,recommended,usualless+AF8-proper,foster2convenientconvenient,nonprobrecommended,very+AF8-recom
usual,less+AF8-proper,foster,+AF8-2,convenient,convenient,nonprob,priority,usualless+AF8-proper,foster2convenientconvenient,nonprobpriority,priority
usual,less+AF8-proper,foster,+AF8-2,convenient,convenient,nonprob,not+AF8-recom,usualless+AF8-proper,foster2convenientconvenient,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-2,convenient,convenient,slightly+AF8-prob,recommended,usualless+AF8-proper,foster2convenientconvenient,slightly+AF8-probrecommended,very+AF8-recom
usual,less+AF8-proper,foster,+AF8-2,convenient,convenient,slightly+AF8-prob,priority,usualless+AF8-proper,foster2convenientconvenient,slightly+AF8-probpriority,priority
usual,less+AF8-proper,foster,+AF8-2,convenient,convenient,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,foster2convenientconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-2,convenient,convenient,problematic,recommended,usualless+AF8-proper,foster2convenientconvenient,problematicrecommended,priority
usual,less+AF8-proper,foster,+AF8-2,convenient,convenient,problematic,priority,usualless+AF8-proper,foster2convenientconvenient,problematicpriority,priority
usual,less+AF8-proper,foster,+AF8-2,convenient,convenient,problematic,not+AF8-recom,usualless+AF8-proper,foster2convenientconvenient,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-2,convenient,inconv,nonprob,recommended,usualless+AF8-proper,foster2convenientinconv,nonprobrecommended,priority
usual,less+AF8-proper,foster,+AF8-2,convenient,inconv,nonprob,priority,usualless+AF8-proper,foster2convenientinconv,nonprobpriority,priority
usual,less+AF8-proper,foster,+AF8-2,convenient,inconv,nonprob,not+AF8-recom,usualless+AF8-proper,foster2convenientinconv,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-2,convenient,inconv,slightly+AF8-prob,recommended,usualless+AF8-proper,foster2convenientinconv,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,foster,+AF8-2,convenient,inconv,slightly+AF8-prob,priority,usualless+AF8-proper,foster2convenientinconv,slightly+AF8-probpriority,priority
usual,less+AF8-proper,foster,+AF8-2,convenient,inconv,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,foster2convenientinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-2,convenient,inconv,problematic,recommended,usualless+AF8-proper,foster2convenientinconv,problematicrecommended,priority
usual,less+AF8-proper,foster,+AF8-2,convenient,inconv,problematic,priority,usualless+AF8-proper,foster2convenientinconv,problematicpriority,priority
usual,less+AF8-proper,foster,+AF8-2,convenient,inconv,problematic,not+AF8-recom,usualless+AF8-proper,foster2convenientinconv,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-2,less+AF8-conv,convenient,nonprob,recommended,usualless+AF8-proper,foster2less+AF8-convconvenient,nonprobrecommended,priority
usual,less+AF8-proper,foster,+AF8-2,less+AF8-conv,convenient,nonprob,priority,usualless+AF8-proper,foster2less+AF8-convconvenient,nonprobpriority,priority
usual,less+AF8-proper,foster,+AF8-2,less+AF8-conv,convenient,nonprob,not+AF8-recom,usualless+AF8-proper,foster2less+AF8-convconvenient,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-2,less+AF8-conv,convenient,slightly+AF8-prob,recommended,usualless+AF8-proper,foster2less+AF8-convconvenient,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,foster,+AF8-2,less+AF8-conv,convenient,slightly+AF8-prob,priority,usualless+AF8-proper,foster2less+AF8-convconvenient,slightly+AF8-probpriority,priority
usual,less+AF8-proper,foster,+AF8-2,less+AF8-conv,convenient,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,foster2less+AF8-convconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-2,less+AF8-conv,convenient,problematic,recommended,usualless+AF8-proper,foster2less+AF8-convconvenient,problematicrecommended,priority
usual,less+AF8-proper,foster,+AF8-2,less+AF8-conv,convenient,problematic,priority,usualless+AF8-proper,foster2less+AF8-convconvenient,problematicpriority,priority
usual,less+AF8-proper,foster,+AF8-2,less+AF8-conv,convenient,problematic,not+AF8-recom,usualless+AF8-proper,foster2less+AF8-convconvenient,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-2,less+AF8-conv,inconv,nonprob,recommended,usualless+AF8-proper,foster2less+AF8-convinconv,nonprobrecommended,priority
usual,less+AF8-proper,foster,+AF8-2,less+AF8-conv,inconv,nonprob,priority,usualless+AF8-proper,foster2less+AF8-convinconv,nonprobpriority,priority
usual,less+AF8-proper,foster,+AF8-2,less+AF8-conv,inconv,nonprob,not+AF8-recom,usualless+AF8-proper,foster2less+AF8-convinconv,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-2,less+AF8-conv,inconv,slightly+AF8-prob,recommended,usualless+AF8-proper,foster2less+AF8-convinconv,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,foster,+AF8-2,less+AF8-conv,inconv,slightly+AF8-prob,priority,usualless+AF8-proper,foster2less+AF8-convinconv,slightly+AF8-probpriority,priority
usual,less+AF8-proper,foster,+AF8-2,less+AF8-conv,inconv,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,foster2less+AF8-convinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-2,less+AF8-conv,inconv,problematic,recommended,usualless+AF8-proper,foster2less+AF8-convinconv,problematicrecommended,priority
usual,less+AF8-proper,foster,+AF8-2,less+AF8-conv,inconv,problematic,priority,usualless+AF8-proper,foster2less+AF8-convinconv,problematicpriority,priority
usual,less+AF8-proper,foster,+AF8-2,less+AF8-conv,inconv,problematic,not+AF8-recom,usualless+AF8-proper,foster2less+AF8-convinconv,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-2,critical,convenient,nonprob,recommended,usualless+AF8-proper,foster2criticalconvenient,nonprobrecommended,priority
usual,less+AF8-proper,foster,+AF8-2,critical,convenient,nonprob,priority,usualless+AF8-proper,foster2criticalconvenient,nonprobpriority,priority
usual,less+AF8-proper,foster,+AF8-2,critical,convenient,nonprob,not+AF8-recom,usualless+AF8-proper,foster2criticalconvenient,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-2,critical,convenient,slightly+AF8-prob,recommended,usualless+AF8-proper,foster2criticalconvenient,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,foster,+AF8-2,critical,convenient,slightly+AF8-prob,priority,usualless+AF8-proper,foster2criticalconvenient,slightly+AF8-probpriority,priority
usual,less+AF8-proper,foster,+AF8-2,critical,convenient,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,foster2criticalconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-2,critical,convenient,problematic,recommended,usualless+AF8-proper,foster2criticalconvenient,problematicrecommended,priority
usual,less+AF8-proper,foster,+AF8-2,critical,convenient,problematic,priority,usualless+AF8-proper,foster2criticalconvenient,problematicpriority,priority
usual,less+AF8-proper,foster,+AF8-2,critical,convenient,problematic,not+AF8-recom,usualless+AF8-proper,foster2criticalconvenient,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-2,critical,inconv,nonprob,recommended,usualless+AF8-proper,foster2criticalinconv,nonprobrecommended,priority
usual,less+AF8-proper,foster,+AF8-2,critical,inconv,nonprob,priority,usualless+AF8-proper,foster2criticalinconv,nonprobpriority,priority
usual,less+AF8-proper,foster,+AF8-2,critical,inconv,nonprob,not+AF8-recom,usualless+AF8-proper,foster2criticalinconv,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-2,critical,inconv,slightly+AF8-prob,recommended,usualless+AF8-proper,foster2criticalinconv,slightly+AF8-probrecommended,priority
usual,less+AF8-proper,foster,+AF8-2,critical,inconv,slightly+AF8-prob,priority,usualless+AF8-proper,foster2criticalinconv,slightly+AF8-probpriority,priority
usual,less+AF8-proper,foster,+AF8-2,critical,inconv,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,foster2criticalinconv,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-2,critical,inconv,problematic,recommended,usualless+AF8-proper,foster2criticalinconv,problematicrecommended,priority
usual,less+AF8-proper,foster,+AF8-2,critical,inconv,problematic,priority,usualless+AF8-proper,foster2criticalinconv,problematicpriority,priority
usual,less+AF8-proper,foster,+AF8-2,critical,inconv,problematic,not+AF8-recom,usualless+AF8-proper,foster2criticalinconv,problematicnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-3,convenient,convenient,nonprob,recommended,usualless+AF8-proper,foster3convenientconvenient,nonprobrecommended,very+AF8-recom
usual,less+AF8-proper,foster,+AF8-3,convenient,convenient,nonprob,priority,usualless+AF8-proper,foster3convenientconvenient,nonprobpriority,priority
usual,less+AF8-proper,foster,+AF8-3,convenient,convenient,nonprob,not+AF8-recom,usualless+AF8-proper,foster3convenientconvenient,nonprobnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-3,convenient,convenient,slightly+AF8-prob,recommended,usualless+AF8-proper,foster3convenientconvenient,slightly+AF8-probrecommended,very+AF8-recom
usual,less+AF8-proper,foster,+AF8-3,convenient,convenient,slightly+AF8-prob,priority,usualless+AF8-proper,foster3convenientconvenient,slightly+AF8-probpriority,priority
usual,less+AF8-proper,foster,+AF8-3,convenient,convenient,slightly+AF8-prob,not+AF8-recom,usualless+AF8-proper,foster3convenientconvenient,slightly+AF8-probnot+AF8-recom,not+AF8-recom
usual,less+AF8-proper,foster,+AF8-3,convenient,convenient,problematic,recommended,usualless+AF8-proper,foster3convenientconvenient,problematicrecommended,priority
